n,p,damping,pagerank_time,top_node,top_score
500,0.1,0.5,0.008601665496826172,329,0.0024897888758275825
500,0.1,0.7,0.010163068771362305,329,0.002685629241478067
500,0.1,0.85,0.008931636810302734,329,0.0028332005070025507
500,0.1,0.9,0.009513378143310547,329,0.002882585682878982
500,0.1,0.95,0.009317159652709961,329,0.0029320881163821095
500,0.1,0.99,0.009549140930175781,329,0.0029721290100728536
